,path,X,Y,Z
0,C:\Users\isaac\Downloads\vlogs\frames\55785.jpg,-0.23335885810627935,-0.08348128013605155,-0.0668373270478506
2,C:\Users\isaac\Downloads\vlogs\frames\55786.jpg,0.11336137865648992,-0.12377502724723716,-0.07656987858440377
4,C:\Users\isaac\Downloads\vlogs\frames\55787.jpg,0.010765776662343624,-0.06108719843843798,-0.0011592850407107788
6,C:\Users\isaac\Downloads\vlogs\frames\55788.jpg,0.13588126890765845,-0.14640052829407776,-0.005181579132852213
8,C:\Users\isaac\Downloads\vlogs\frames\55789.jpg,0.04868736766558207,-0.06726652372759782,0.039715640872808135
10,C:\Users\isaac\Downloads\vlogs\frames\5579.jpg,-0.37447072731793823,-0.5999480251222811,0.0682185277690014
12,C:\Users\isaac\Downloads\vlogs\frames\55790.jpg,0.3540149438154401,-0.2238455501584067,0.023742374856893844
14,C:\Users\isaac\Downloads\vlogs\frames\55791.jpg,0.0648450988459826,-0.09271753761147421,0.04844177612607919
16,C:\Users\isaac\Downloads\vlogs\frames\55792.jpg,-0.072404131450121,-0.11404247322870323,0.01184853549441589
18,C:\Users\isaac\Downloads\vlogs\frames\55793.jpg,0.05429853837047307,-0.07222859607853654,0.0353707944632028
20,C:\Users\isaac\Downloads\vlogs\frames\55794.jpg,-0.04036441246044819,-0.0722450765998085,0.04052054532960559
22,C:\Users\isaac\Downloads\vlogs\frames\55795.jpg,0.08015049681057583,-0.07860900163554552,0.03416361172887381
24,C:\Users\isaac\Downloads\vlogs\frames\55796.jpg,0.05133780693588461,0.11493685562996478,-0.026687528358504426
26,C:\Users\isaac\Downloads\vlogs\frames\55797.jpg,0.08271571904448212,-0.1324088005036227,-0.029237599941296735
28,C:\Users\isaac\Downloads\vlogs\frames\55798.jpg,0.06294056454741491,-0.12737033343133608,-0.04375116967158863
30,C:\Users\isaac\Downloads\vlogs\frames\55799.jpg,-0.08275752351821558,-0.11693518558634652,-0.023290139045069692
32,C:\Users\isaac\Downloads\vlogs\frames\558.jpg,-0.5079230910395315,-0.027049610219187118,0.055411673537473095
34,C:\Users\isaac\Downloads\vlogs\frames\5580.jpg,-0.05627973744164068,-0.04780545267561819,0.08061613036139136
36,C:\Users\isaac\Downloads\vlogs\frames\55800.jpg,0.40211056534922834,-0.041076094634940975,-0.19774130843813253
38,C:\Users\isaac\Downloads\vlogs\frames\55801.jpg,-0.0018746142197962306,-0.10712550711737759,0.024347066626183318
40,C:\Users\isaac\Downloads\vlogs\frames\55802.jpg,-0.03788387974910791,-0.2066056329845224,-0.22293229177032048
42,C:\Users\isaac\Downloads\vlogs\frames\55803.jpg,0.02685972658448222,-0.3435483297775356,-0.12991123492344891
44,C:\Users\isaac\Downloads\vlogs\frames\55804.jpg,-0.5637953744930176,0.0009011756789696363,-0.11870981452554734
46,C:\Users\isaac\Downloads\vlogs\frames\55805.jpg,-0.01423953490381548,-0.18560446040949247,-0.19954020896480917
48,C:\Users\isaac\Downloads\vlogs\frames\55806.jpg,0.1391430579368932,-0.2724778591177985,-0.2560113963303148
50,C:\Users\isaac\Downloads\vlogs\frames\55807.jpg,-0.3444155016002586,-0.08524069582638338,-0.19093592510138802
52,C:\Users\isaac\Downloads\vlogs\frames\55808.jpg,0.05093515864668097,-0.08364347099050093,-0.21451712006502088
54,C:\Users\isaac\Downloads\vlogs\frames\55809.jpg,0.0035166643515370365,-0.21299952183841342,-0.23344203843272449
56,C:\Users\isaac\Downloads\vlogs\frames\5581.jpg,0.17625355439099222,-0.26280224858847123,0.11181898613539497
58,C:\Users\isaac\Downloads\vlogs\frames\55810.jpg,-0.03356481479965818,-0.26280490159904313,-0.23052590713569027
62,C:\Users\isaac\Downloads\vlogs\frames\55813.jpg,-0.46902926621902913,-0.14572399446903347,-0.11942201168658878
65,C:\Users\isaac\Downloads\vlogs\frames\55815.jpg,0.30333321748767744,-0.364543883080736,0.31544610389814354
67,C:\Users\isaac\Downloads\vlogs\frames\55816.jpg,-0.008394081162053806,-0.02364721161650766,-0.0958180141862495
69,C:\Users\isaac\Downloads\vlogs\frames\55817.jpg,-0.07172204134807893,-0.039999772996944793,-0.06562649933684114
71,C:\Users\isaac\Downloads\vlogs\frames\55818.jpg,-0.22588625623690148,0.12080307066406444,-0.023932966993314077
73,C:\Users\isaac\Downloads\vlogs\frames\55819.jpg,-0.26759302137327956,0.0638044745569852,-0.049939701778071686
76,C:\Users\isaac\Downloads\vlogs\frames\55820.jpg,-0.04041603576743042,0.036028302526382505,-0.04106577287171517
78,C:\Users\isaac\Downloads\vlogs\frames\55821.jpg,-0.08541894020421663,0.027748770014347703,-0.015098934622457115
80,C:\Users\isaac\Downloads\vlogs\frames\55822.jpg,-0.14042751408566007,0.18393724797457178,0.06665312077316181
82,C:\Users\isaac\Downloads\vlogs\frames\55823.jpg,-0.14123678182812502,0.016898223663400942,0.01050953331551307
84,C:\Users\isaac\Downloads\vlogs\frames\55824.jpg,-0.1720720719021324,0.053531855054349424,0.017276953890018043
86,C:\Users\isaac\Downloads\vlogs\frames\55825.jpg,-0.07916899335464071,0.07240666907040376,0.055009647332962174
88,C:\Users\isaac\Downloads\vlogs\frames\55826.jpg,-0.263139880093816,0.17975776827027432,0.05248837381922692
90,C:\Users\isaac\Downloads\vlogs\frames\55827.jpg,0.2231361678057607,-0.027483430915765394,-0.46366879997724336
92,C:\Users\isaac\Downloads\vlogs\frames\55828.jpg,-0.13804734555657283,0.16732998837611984,0.011443141690838769
94,C:\Users\isaac\Downloads\vlogs\frames\55829.jpg,-0.028333677095124882,0.14516410610977115,-0.026720608774813002
97,C:\Users\isaac\Downloads\vlogs\frames\55830.jpg,-0.034181051229284734,-0.045638741016762185,-0.0983390603980124
99,C:\Users\isaac\Downloads\vlogs\frames\55831.jpg,0.06033080955526436,0.07929934489116958,-0.042392785783924455
101,C:\Users\isaac\Downloads\vlogs\frames\55832.jpg,-0.0043525404930178325,0.17632432413895238,0.005318265252123298
103,C:\Users\isaac\Downloads\vlogs\frames\55833.jpg,0.007443522888029928,0.09826170989364612,-0.08172014154936211
105,C:\Users\isaac\Downloads\vlogs\frames\55834.jpg,-0.024461549634218427,0.028950448114627023,-0.051841740367540856
107,C:\Users\isaac\Downloads\vlogs\frames\55835.jpg,0.01524466679369561,0.041865539408197594,-0.05379983771765988
109,C:\Users\isaac\Downloads\vlogs\frames\55836.jpg,-0.1077857422459184,-0.0038725740113628878,-0.02244647890415089
111,C:\Users\isaac\Downloads\vlogs\frames\55837.jpg,-0.07086935950770307,0.1069939925367971,-0.009243875239006044
