,path,X,Y,Z
0,C:\Users\isaac\Downloads\vlogs\frames\57325.jpg,-0.6883403158753053,0.06948638547133903,0.052556289479941766
2,C:\Users\isaac\Downloads\vlogs\frames\57326.jpg,-0.003904120687867873,0.10006627953997121,-0.14444393007019313
4,C:\Users\isaac\Downloads\vlogs\frames\57327.jpg,-0.22337668806631375,0.02265510557336992,-0.07726697483738094
6,C:\Users\isaac\Downloads\vlogs\frames\57328.jpg,0.06123244289860134,-0.09352661704857113,-0.17449661380785725
8,C:\Users\isaac\Downloads\vlogs\frames\57329.jpg,-0.13270729901922826,-0.03503354429232316,-0.050016706026571635
10,C:\Users\isaac\Downloads\vlogs\frames\5733.jpg,-0.036831658128965154,-0.10374269144052002,-0.028467028398353172
12,C:\Users\isaac\Downloads\vlogs\frames\57330.jpg,-0.034257311698024505,0.014798308875600677,-0.06586169022074793
14,C:\Users\isaac\Downloads\vlogs\frames\57331.jpg,-0.03515577272317508,0.022535222955930086,-0.10751770930431322
16,C:\Users\isaac\Downloads\vlogs\frames\57332.jpg,-0.06551397428756404,-0.013332772070263338,-0.1389941217305889
18,C:\Users\isaac\Downloads\vlogs\frames\57333.jpg,-0.1478668453800268,-0.0431147604093141,-0.14088193731513413
20,C:\Users\isaac\Downloads\vlogs\frames\57334.jpg,0.04424971671102099,0.01958302910580711,-0.09828048455240998
22,C:\Users\isaac\Downloads\vlogs\frames\57335.jpg,0.02705401109887394,-0.01069216115507169,-0.1163777098704189
24,C:\Users\isaac\Downloads\vlogs\frames\57336.jpg,-0.06908828485060266,0.020756370098421364,-0.08995871400047499
26,C:\Users\isaac\Downloads\vlogs\frames\57337.jpg,-0.06506145751312926,0.04921942886187308,-0.19783674021680173
28,C:\Users\isaac\Downloads\vlogs\frames\57338.jpg,-0.0032186446415882032,0.04888845212706615,-0.22769668864097775
30,C:\Users\isaac\Downloads\vlogs\frames\57339.jpg,-0.015829295539411318,-0.04347827424926153,-0.1711949197245127
32,C:\Users\isaac\Downloads\vlogs\frames\5734.jpg,0.11421568496195156,-0.2565509508337626,-0.010018190245718492
34,C:\Users\isaac\Downloads\vlogs\frames\57340.jpg,-0.18357935451406157,-0.08634725644006627,-0.1260534337918385
36,C:\Users\isaac\Downloads\vlogs\frames\57341.jpg,-0.26354971138980143,0.05351894151430409,-0.10581514492500523
38,C:\Users\isaac\Downloads\vlogs\frames\57342.jpg,-0.04355116245672148,-0.049868828673024224,-0.12879469610905064
40,C:\Users\isaac\Downloads\vlogs\frames\57343.jpg,0.006027657934716582,0.08242277721491637,-0.11895940938142567
42,C:\Users\isaac\Downloads\vlogs\frames\57344.jpg,0.09155981070857043,-0.02904356017803822,-0.13470212336040524
44,C:\Users\isaac\Downloads\vlogs\frames\57345.jpg,0.017125655949799597,0.04450182123785352,-0.17189566742707224
46,C:\Users\isaac\Downloads\vlogs\frames\57346.jpg,-0.05435632337688965,-0.03512861559849224,-0.13458378268457025
48,C:\Users\isaac\Downloads\vlogs\frames\57347.jpg,-0.017722577811351278,-0.029216561506599,-0.05221785447710389
50,C:\Users\isaac\Downloads\vlogs\frames\57348.jpg,-0.08203447883793086,-0.0014506490321194686,0.010719448488763383
52,C:\Users\isaac\Downloads\vlogs\frames\57349.jpg,-0.1164080499233591,-0.06990091624001755,-0.0029699794160697097
54,C:\Users\isaac\Downloads\vlogs\frames\5735.jpg,-0.12582934721638458,-0.41730547230014553,-0.029464286484329753
56,C:\Users\isaac\Downloads\vlogs\frames\57350.jpg,-0.10288748727884213,-0.08146230284746242,-0.12103808906596274
58,C:\Users\isaac\Downloads\vlogs\frames\57351.jpg,-0.14657272302376248,-0.09841611464466057,0.00550985436131668
60,C:\Users\isaac\Downloads\vlogs\frames\57352.jpg,-0.17038922389196925,-0.011550778422387425,0.01536571959925371
62,C:\Users\isaac\Downloads\vlogs\frames\57353.jpg,-0.05799290620486921,-0.105910113417443,-0.016033802533330317
64,C:\Users\isaac\Downloads\vlogs\frames\57354.jpg,-0.041821678992608836,-0.013646445819444103,-0.07360185969041183
66,C:\Users\isaac\Downloads\vlogs\frames\57355.jpg,-0.10959288082562281,-0.08076208148993597,-0.018678560156281478
68,C:\Users\isaac\Downloads\vlogs\frames\57356.jpg,-0.1154500435126556,-0.023926620234257043,0.017474038189403667
70,C:\Users\isaac\Downloads\vlogs\frames\57357.jpg,-0.1542071755159951,0.04098859333718569,0.023097791659471328
72,C:\Users\isaac\Downloads\vlogs\frames\57358.jpg,-0.09169525907995069,-0.054241172730108554,-0.010528860391997368
74,C:\Users\isaac\Downloads\vlogs\frames\57359.jpg,-0.05166091662512787,-0.08770834475364264,-0.05400569511927127
76,C:\Users\isaac\Downloads\vlogs\frames\5736.jpg,-0.5108033379440418,-0.5115214551105239,-0.1640146494816448
78,C:\Users\isaac\Downloads\vlogs\frames\57360.jpg,-0.11698491232855768,-0.13461774174173036,0.01719807043192721
80,C:\Users\isaac\Downloads\vlogs\frames\57361.jpg,-0.1188627597064909,-0.08144990332106646,0.0071721793877562385
82,C:\Users\isaac\Downloads\vlogs\frames\57362.jpg,-0.10961741305002803,-0.022797099676087503,0.014422798071726377
84,C:\Users\isaac\Downloads\vlogs\frames\57363.jpg,-0.12798957876376976,0.01840161609217482,-0.01236037582020146
86,C:\Users\isaac\Downloads\vlogs\frames\57364.jpg,-0.10915806760560663,0.015491144426276068,0.0030810630111827524
88,C:\Users\isaac\Downloads\vlogs\frames\57365.jpg,-0.13656922045683817,0.1946419572856927,-0.009673156648569412
90,C:\Users\isaac\Downloads\vlogs\frames\57366.jpg,-0.0971655059646535,0.07183813308457326,0.01458780351201349
92,C:\Users\isaac\Downloads\vlogs\frames\57367.jpg,-0.14448315640568382,0.06921035314330344,-0.03721076777314153
